ANO_EJE,MES_EJE,SECTOR_NOMBRE,DEPARTAMENTO_EJECUTORA_NOMBRE,FUENTE_FINANCIAMIENTO_NOMBRE,MONTO_GIRADO
2020,2,GOBIERNO LOCAL,AMAZONAS,RECURSOS DETERMINADOS,1500
2020,2,GOBIERNO LOCAL,CUSCO,RECURSOS DETERMINADOS,1500
2020,2,GOBIERNO LOCAL,PUNO,RECURSOS DIRECTAMENTE RECAUDADOS,1500
2020,2,GOBIERNO LOCAL,HUANCAVELICA,RECURSOS DETERMINADOS,1500
2020,2,GOBIERNO LOCAL,ICA,RECURSOS DETERMINADOS,1500
2020,2,GOBIERNO LOCAL,HUANCAVELICA,RECURSOS DETERMINADOS,1500
2020,2,GOBIERNO LOCAL,CAJAMARCA,RECURSOS DIRECTAMENTE RECAUDADOS,1500
2020,2,GOBIERNO LOCAL,HUANCAVELICA,RECURSOS DETERMINADOS,1500
2020,2,GOBIERNO LOCAL,CAJAMARCA,RECURSOS DETERMINADOS,1500
2020,2,GOBIERNO LOCAL,LIMA,RECURSOS DIRECTAMENTE RECAUDADOS,1500
2020,2,GOBIERNO LOCAL,HUANCAVELICA,RECURSOS DIRECTAMENTE RECAUDADOS,1507
2020,2,GOBIERNO LOCAL,JUNIN,RECURSOS DETERMINADOS,1540
2020,2,GOBIERNO LOCAL,CAJAMARCA,RECURSOS DETERMINADOS,1560
2020,2,GOBIERNO LOCAL,CAJAMARCA,RECURSOS DETERMINADOS,1580
2020,2,GOBIERNO LOCAL,LIMA,RECURSOS DETERMINADOS,1600
2020,2,GOBIERNO LOCAL,HUANCAVELICA,RECURSOS DIRECTAMENTE RECAUDADOS,1697
2020,2,GOBIERNO LOCAL,PUNO,RECURSOS DETERMINADOS,1700
2020,3,GOBIERNO LOCAL,LIMA,RECURSOS DETERMINADOS,1710
2020,3,GOBIERNO LOCAL,AMAZONAS,RECURSOS DETERMINADOS,1776
2020,3,GOBIERNO LOCAL,AYACUCHO,RECURSOS DETERMINADOS,1800
2020,3,GOBIERNOS REGIONALES,CUSCO,RECURSOS ORDINARIOS,1862.5
2020,3,GOBIERNO LOCAL,SAN MARTIN,RECURSOS DETERMINADOS,1920
2020,3,GOBIERNO LOCAL,PASCO,RECURSOS DETERMINADOS,1927.5
2020,3,GOBIERNO LOCAL,CAJAMARCA,RECURSOS DETERMINADOS,1999
2020,3,GOBIERNO LOCAL,LIMA,RECURSOS DETERMINADOS,2000
2020,3,GOBIERNO LOCAL,LIMA,RECURSOS DETERMINADOS,2000
2020,3,GOBIERNO LOCAL,ANCASH,RECURSOS DETERMINADOS,2000
2020,3,GOBIERNO LOCAL,ANCASH,RECURSOS DETERMINADOS,2000
2020,3,GOBIERNO LOCAL,AYACUCHO,RECURSOS DETERMINADOS,2000
2020,3,GOBIERNO LOCAL,PUNO,RECURSOS DIRECTAMENTE RECAUDADOS,2000
2020,3,GOBIERNO LOCAL,HUANUCO,RECURSOS DETERMINADOS,2000
2020,3,GOBIERNO LOCAL,ANCASH,RECURSOS DETERMINADOS,2000
2020,3,GOBIERNO LOCAL,PUNO,RECURSOS DIRECTAMENTE RECAUDADOS,2000
2020,3,GOBIERNO LOCAL,LAMBAYEQUE,RECURSOS DETERMINADOS,2000
2020,3,GOBIERNO LOCAL,CUSCO,RECURSOS DIRECTAMENTE RECAUDADOS,2000
2020,3,GOBIERNO LOCAL,JUNIN,RECURSOS DETERMINADOS,2000
2020,3,GOBIERNO LOCAL,ANCASH,RECURSOS DETERMINADOS,2000
2020,3,GOBIERNO LOCAL,APURIMAC,RECURSOS DETERMINADOS,2000
2020,3,GOBIERNO LOCAL,APURIMAC,RECURSOS DETERMINADOS,2000
2020,3,GOBIERNO LOCAL,HUANUCO,RECURSOS DETERMINADOS,2000
2020,3,GOBIERNO LOCAL,HUANCAVELICA,RECURSOS DETERMINADOS,2000
2020,3,GOBIERNO LOCAL,CAJAMARCA,RECURSOS DETERMINADOS,2000
2020,3,GOBIERNO LOCAL,HUANCAVELICA,RECURSOS DETERMINADOS,2000
2020,3,GOBIERNO LOCAL,LIMA,RECURSOS DETERMINADOS,2000
2020,3,GOBIERNO LOCAL,LAMBAYEQUE,RECURSOS DETERMINADOS,2000
2020,3,GOBIERNO LOCAL,HUANCAVELICA,RECURSOS DETERMINADOS,2000
2020,3,GOBIERNO LOCAL,PUNO,RECURSOS DETERMINADOS,2010
2020,3,GOBIERNO LOCAL,CAJAMARCA,RECURSOS DETERMINADOS,2079
2020,3,GOBIERNO LOCAL,HUANCAVELICA,RECURSOS DETERMINADOS,2100
2020,3,GOBIERNO LOCAL,ICA,RECURSOS DETERMINADOS,2100
2020,3,GOBIERNO LOCAL,HUANCAVELICA,RECURSOS DETERMINADOS,2106
2020,3,GOBIERNO LOCAL,JUNIN,RECURSOS DETERMINADOS,2107.4
2020,3,GOBIERNO LOCAL,SAN MARTIN,RECURSOS DIRECTAMENTE RECAUDADOS,2145
2020,3,GOBIERNO LOCAL,PASCO,RECURSOS DETERMINADOS,2160
2020,3,GOBIERNO LOCAL,ICA,RECURSOS DETERMINADOS,2183
2020,3,GOBIERNO LOCAL,CAJAMARCA,RECURSOS DIRECTAMENTE RECAUDADOS,2200
2020,3,GOBIERNO LOCAL,HUANCAVELICA,RECURSOS DIRECTAMENTE RECAUDADOS,2264
2020,3,GOBIERNO LOCAL,ICA,RECURSOS DETERMINADOS,2350
2020,3,GOBIERNO LOCAL,APURIMAC,RECURSOS DETERMINADOS,2350
2020,3,GOBIERNOS REGIONALES,CUSCO,RECURSOS ORDINARIOS,2400
2020,3,GOBIERNOS REGIONALES,LIMA,RECURSOS ORDINARIOS,2400
2020,3,GOBIERNO LOCAL,JUNIN,RECURSOS DETERMINADOS,2493
2020,3,GOBIERNO LOCAL,AYACUCHO,RECURSOS DETERMINADOS,2500
2020,3,GOBIERNO LOCAL,LIMA,RECURSOS DETERMINADOS,2500
2020,3,GOBIERNO LOCAL,LIMA,RECURSOS DETERMINADOS,2500
2020,3,GOBIERNO LOCAL,LORETO,RECURSOS DETERMINADOS,2500
2020,3,GOBIERNO LOCAL,CUSCO,RECURSOS DIRECTAMENTE RECAUDADOS,2500
2020,3,GOBIERNO LOCAL,CUSCO,RECURSOS DIRECTAMENTE RECAUDADOS,2500
2020,3,GOBIERNO LOCAL,SAN MARTIN,RECURSOS DIRECTAMENTE RECAUDADOS,2500
2020,3,GOBIERNO LOCAL,PUNO,RECURSOS DETERMINADOS,2550
2020,3,GOBIERNO LOCAL,CUSCO,RECURSOS DETERMINADOS,2600
2020,3,GOBIERNO LOCAL,PUNO,RECURSOS DETERMINADOS,2600
2020,3,GOBIERNO LOCAL,AMAZONAS,RECURSOS DETERMINADOS,2748.8
2020,3,GOBIERNO LOCAL,TUMBES,RECURSOS DETERMINADOS,2767.2
2020,3,GOBIERNO LOCAL,LAMBAYEQUE,RECURSOS DETERMINADOS,2781
2020,3,GOBIERNO LOCAL,PUNO,RECURSOS DETERMINADOS,2800
2020,3,GOBIERNO LOCAL,ANCASH,RECURSOS DETERMINADOS,2800
2020,3,GOBIERNO LOCAL,AYACUCHO,RECURSOS DETERMINADOS,2900
2020,3,GOBIERNO LOCAL,LIMA,RECURSOS DETERMINADOS,2916
2020,3,GOBIERNO LOCAL,HUANCAVELICA,RECURSOS DETERMINADOS,3000
2020,3,GOBIERNO LOCAL,CAJAMARCA,RECURSOS DETERMINADOS,3000
2020,3,GOBIERNO LOCAL,LIMA,RECURSOS DETERMINADOS,3000
2020,3,GOBIERNO LOCAL,CAJAMARCA,RECURSOS DETERMINADOS,3000
2020,3,GOBIERNO LOCAL,PASCO,RECURSOS DIRECTAMENTE RECAUDADOS,3000
2020,3,GOBIERNO LOCAL,PASCO,RECURSOS DIRECTAMENTE RECAUDADOS,3000
2020,3,GOBIERNO LOCAL,CAJAMARCA,RECURSOS DETERMINADOS,3005
2020,3,GOBIERNO LOCAL,CUSCO,RECURSOS DIRECTAMENTE RECAUDADOS,3050
2020,3,GOBIERNO LOCAL,AYACUCHO,RECURSOS DETERMINADOS,3130
2020,3,GOBIERNO LOCAL,APURIMAC,RECURSOS DETERMINADOS,3200
2020,3,GOBIERNO LOCAL,PUNO,RECURSOS DETERMINADOS,3203
2020,3,GOBIERNO LOCAL,PUNO,RECURSOS DIRECTAMENTE RECAUDADOS,3260
2020,3,GOBIERNO LOCAL,ANCASH,RECURSOS DETERMINADOS,3342
2020,3,GOBIERNO LOCAL,PUNO,RECURSOS DETERMINADOS,3350
2020,3,GOBIERNO LOCAL,PASCO,RECURSOS DETERMINADOS,3390
2020,3,GOBIERNO LOCAL,CUSCO,RECURSOS DETERMINADOS,3400
2020,3,GOBIERNO LOCAL,JUNIN,RECURSOS DETERMINADOS,3465
2020,3,GOBIERNO LOCAL,AMAZONAS,RECURSOS DETERMINADOS,3500
2020,3,GOBIERNO LOCAL,CUSCO,RECURSOS DETERMINADOS,3500
2020,3,GOBIERNO LOCAL,LORETO,RECURSOS DETERMINADOS,3500
2020,3,GOBIERNO LOCAL,PASCO,RECURSOS DETERMINADOS,3500
2020,3,GOBIERNO LOCAL,JUNIN,RECURSOS DETERMINADOS,3500
2020,3,GOBIERNO LOCAL,CAJAMARCA,RECURSOS DETERMINADOS,3600
2020,3,GOBIERNO LOCAL,PUNO,RECURSOS DETERMINADOS,3620
2020,3,GOBIERNO LOCAL,LA LIBERTAD,RECURSOS DETERMINADOS,3869.93
2020,3,GOBIERNO LOCAL,HUANCAVELICA,RECURSOS DETERMINADOS,3935
2020,3,GOBIERNO LOCAL,AYACUCHO,RECURSOS DETERMINADOS,4000
2020,3,GOBIERNO LOCAL,HUANUCO,RECURSOS DETERMINADOS,4000
2020,3,GOBIERNO LOCAL,PUNO,RECURSOS DETERMINADOS,4000
2020,3,GOBIERNO LOCAL,PASCO,RECURSOS DETERMINADOS,4000
2020,3,GOBIERNO LOCAL,LIMA,RECURSOS DETERMINADOS,4000
2020,3,GOBIERNOS REGIONALES,JUNIN,RECURSOS ORDINARIOS,4000
2020,3,GOBIERNO LOCAL,LIMA,RECURSOS DETERMINADOS,4214
2020,3,GOBIERNO LOCAL,JUNIN,RECURSOS DETERMINADOS,4235
2020,3,GOBIERNO LOCAL,PUNO,RECURSOS DIRECTAMENTE RECAUDADOS,4260
2020,3,GOBIERNO LOCAL,LIMA,RECURSOS DETERMINADOS,4287.5
2020,3,GOBIERNO LOCAL,CAJAMARCA,RECURSOS DETERMINADOS,4313
2020,3,GOBIERNO LOCAL,PUNO,RECURSOS DETERMINADOS,4400
2020,3,GOBIERNO LOCAL,LIMA,RECURSOS DETERMINADOS,4550
2020,3,GOBIERNO LOCAL,CAJAMARCA,RECURSOS DETERMINADOS,4570
2020,3,GOBIERNO LOCAL,HUANCAVELICA,RECURSOS DETERMINADOS,4750
2020,3,GOBIERNO LOCAL,JUNIN,RECURSOS DETERMINADOS,4759
2020,3,GOBIERNO LOCAL,LIMA,RECURSOS DETERMINADOS,4772.8
2020,3,GOBIERNO LOCAL,CAJAMARCA,RECURSOS DETERMINADOS,4860
2020,3,GOBIERNO LOCAL,PUNO,RECURSOS DIRECTAMENTE RECAUDADOS,4900
2020,3,GOBIERNO LOCAL,PUNO,RECURSOS DETERMINADOS,4960
2020,3,INTERIOR,PUNO,RECURSOS ORDINARIOS,5000
2020,3,GOBIERNO LOCAL,HUANCAVELICA,RECURSOS DETERMINADOS,5000
2020,3,GOBIERNO LOCAL,PIURA,RECURSOS DETERMINADOS,5000
2020,3,GOBIERNO LOCAL,LIMA,RECURSOS DETERMINADOS,5000
2020,3,GOBIERNO LOCAL,LIMA,RECURSOS DETERMINADOS,5000
2020,3,GOBIERNO LOCAL,LIMA,RECURSOS DETERMINADOS,5000
2020,3,GOBIERNO LOCAL,LIMA,RECURSOS DETERMINADOS,5000
2020,3,GOBIERNO LOCAL,CUSCO,RECURSOS DETERMINADOS,5000
2020,3,GOBIERNO LOCAL,ICA,RECURSOS DETERMINADOS,5000
2020,3,GOBIERNO LOCAL,ICA,RECURSOS DETERMINADOS,5000
2020,3,GOBIERNO LOCAL,ICA,RECURSOS DETERMINADOS,5000
2020,3,GOBIERNO LOCAL,ANCASH,RECURSOS DIRECTAMENTE RECAUDADOS,5000
2020,3,GOBIERNO LOCAL,CAJAMARCA,RECURSOS DETERMINADOS,5000
2020,3,GOBIERNO LOCAL,CAJAMARCA,RECURSOS DETERMINADOS,5000
2020,3,GOBIERNO LOCAL,LIMA,RECURSOS DETERMINADOS,5000
2020,3,GOBIERNO LOCAL,PASCO,RECURSOS DIRECTAMENTE RECAUDADOS,5000
2020,3,GOBIERNO LOCAL,PUNO,RECURSOS DETERMINADOS,5000
2020,3,GOBIERNO LOCAL,SAN MARTIN,RECURSOS DIRECTAMENTE RECAUDADOS,5000
2020,3,GOBIERNO LOCAL,SAN MARTIN,RECURSOS DIRECTAMENTE RECAUDADOS,5000
2020,3,GOBIERNO LOCAL,LAMBAYEQUE,RECURSOS DETERMINADOS,5000
2020,3,GOBIERNO LOCAL,LAMBAYEQUE,RECURSOS DETERMINADOS,5000
2020,3,GOBIERNO LOCAL,CUSCO,RECURSOS DIRECTAMENTE RECAUDADOS,5000
2020,3,GOBIERNO LOCAL,SAN MARTIN,RECURSOS DIRECTAMENTE RECAUDADOS,5000
2020,3,GOBIERNOS REGIONALES,PROVINCIA CONSTITUCIONAL DEL CALLAO,DONACIONES Y TRANSFERENCIAS,5000
2020,3,GOBIERNOS REGIONALES,CUSCO,RECURSOS ORDINARIOS,5000
2020,3,GOBIERNO LOCAL,APURIMAC,RECURSOS DETERMINADOS,5049
2020,3,GOBIERNO LOCAL,PUNO,RECURSOS DETERMINADOS,5080
2020,3,GOBIERNOS REGIONALES,LIMA,RECURSOS ORDINARIOS,5208
2020,3,GOBIERNO LOCAL,SAN MARTIN,RECURSOS DETERMINADOS,5250
2020,3,GOBIERNO LOCAL,ICA,RECURSOS DETERMINADOS,5272
2020,3,GOBIERNO LOCAL,PUNO,RECURSOS DIRECTAMENTE RECAUDADOS,5476
2020,3,GOBIERNO LOCAL,ICA,RECURSOS DETERMINADOS,5625
2020,3,GOBIERNO LOCAL,LIMA,RECURSOS DIRECTAMENTE RECAUDADOS,5685
2020,3,GOBIERNO LOCAL,PASCO,RECURSOS DETERMINADOS,5790
2020,3,GOBIERNOS REGIONALES,LIMA,RECURSOS ORDINARIOS,5852.8
2020,3,GOBIERNO LOCAL,SAN MARTIN,RECURSOS DIRECTAMENTE RECAUDADOS,5880
2020,3,GOBIERNO LOCAL,ANCASH,RECURSOS DETERMINADOS,6000
2020,3,GOBIERNO LOCAL,PASCO,RECURSOS DETERMINADOS,6000
2020,3,GOBIERNO LOCAL,CAJAMARCA,RECURSOS DETERMINADOS,6000
2020,3,GOBIERNO LOCAL,LAMBAYEQUE,RECURSOS DETERMINADOS,6000
2020,3,GOBIERNO LOCAL,PUNO,RECURSOS DETERMINADOS,6000
2020,3,GOBIERNO LOCAL,SAN MARTIN,RECURSOS DETERMINADOS,6000
2020,3,GOBIERNO LOCAL,PASCO,RECURSOS DETERMINADOS,6000
2020,3,GOBIERNO LOCAL,HUANCAVELICA,RECURSOS DETERMINADOS,6000
2020,3,GOBIERNO LOCAL,PASCO,RECURSOS DETERMINADOS,6000
2020,3,GOBIERNO LOCAL,PASCO,RECURSOS DETERMINADOS,6150
2020,3,GOBIERNOS REGIONALES,LA LIBERTAD,DONACIONES Y TRANSFERENCIAS,6425
2020,3,GOBIERNOS REGIONALES,LA LIBERTAD,DONACIONES Y TRANSFERENCIAS,6440
2020,3,GOBIERNO LOCAL,ICA,RECURSOS DETERMINADOS,6500
2020,3,GOBIERNO LOCAL,ANCASH,RECURSOS DETERMINADOS,6500
2020,3,GOBIERNO LOCAL,ICA,RECURSOS DETERMINADOS,6720
2020,3,GOBIERNO LOCAL,PASCO,RECURSOS DETERMINADOS,6750
2020,3,GOBIERNOS REGIONALES,CUSCO,RECURSOS ORDINARIOS,6800
2020,3,GOBIERNO LOCAL,PASCO,RECURSOS DETERMINADOS,6880
2020,3,GOBIERNO LOCAL,PUNO,RECURSOS DETERMINADOS,7000
2020,3,GOBIERNO LOCAL,HUANUCO,RECURSOS DETERMINADOS,7000
2020,3,GOBIERNO LOCAL,LA LIBERTAD,RECURSOS DETERMINADOS,7000
2020,3,GOBIERNO LOCAL,AREQUIPA,RECURSOS DETERMINADOS,7000
2020,3,GOBIERNO LOCAL,CAJAMARCA,RECURSOS DETERMINADOS,7000
2020,3,GOBIERNO LOCAL,HUANCAVELICA,RECURSOS DETERMINADOS,7000
2020,3,GOBIERNOS REGIONALES,PUNO,DONACIONES Y TRANSFERENCIAS,7000
2020,3,GOBIERNOS REGIONALES,UCAYALI,RECURSOS ORDINARIOS,7100
2020,3,GOBIERNOS REGIONALES,LA LIBERTAD,DONACIONES Y TRANSFERENCIAS,7116
2020,3,GOBIERNO LOCAL,PASCO,RECURSOS DETERMINADOS,7205
2020,3,GOBIERNO LOCAL,HUANCAVELICA,RECURSOS DETERMINADOS,7295
2020,3,GOBIERNO LOCAL,AREQUIPA,RECURSOS DETERMINADOS,7400
2020,3,GOBIERNO LOCAL,PUNO,RECURSOS DIRECTAMENTE RECAUDADOS,7400
2020,3,JUSTICIA,PUNO,RECURSOS ORDINARIOS,7560
2020,3,GOBIERNO LOCAL,LA LIBERTAD,RECURSOS DETERMINADOS,7601
2020,3,GOBIERNOS REGIONALES,APURIMAC,RECURSOS ORDINARIOS,7796
2020,3,GOBIERNO LOCAL,LIMA,RECURSOS DETERMINADOS,7930
2020,3,GOBIERNO LOCAL,LAMBAYEQUE,RECURSOS DETERMINADOS,7996
2020,3,GOBIERNO LOCAL,PIURA,RECURSOS DETERMINADOS,8000
2020,3,JUSTICIA,AREQUIPA,RECURSOS ORDINARIOS,8148
2020,3,GOBIERNO LOCAL,ICA,RECURSOS DETERMINADOS,8217
2020,3,GOBIERNO LOCAL,CAJAMARCA,RECURSOS DETERMINADOS,8284
2020,3,GOBIERNOS REGIONALES,LIMA,RECURSOS ORDINARIOS,8500
2020,3,GOBIERNO LOCAL,APURIMAC,RECURSOS DETERMINADOS,8930
2020,3,GOBIERNO LOCAL,PASCO,RECURSOS DIRECTAMENTE RECAUDADOS,9000
2020,3,GOBIERNO LOCAL,LIMA,RECURSOS DETERMINADOS,9000
2020,3,GOBIERNO LOCAL,PUNO,RECURSOS DIRECTAMENTE RECAUDADOS,9030
2020,3,GOBIERNO LOCAL,ICA,RECURSOS DETERMINADOS,9100
2020,3,GOBIERNO LOCAL,PUNO,RECURSOS DETERMINADOS,9300
2020,3,GOBIERNO LOCAL,JUNIN,RECURSOS DETERMINADOS,9600
2020,3,GOBIERNO LOCAL,AMAZONAS,RECURSOS DETERMINADOS,9770
2020,3,GOBIERNOS REGIONALES,LA LIBERTAD,DONACIONES Y TRANSFERENCIAS,9931.9
2020,3,GOBIERNOS REGIONALES,LA LIBERTAD,RECURSOS ORDINARIOS,9940
2020,3,GOBIERNO LOCAL,LIMA,RECURSOS DETERMINADOS,10000
2020,3,GOBIERNO LOCAL,ICA,RECURSOS DETERMINADOS,10000
2020,3,GOBIERNO LOCAL,ICA,RECURSOS DETERMINADOS,10000
2020,3,GOBIERNO LOCAL,HUANCAVELICA,RECURSOS DETERMINADOS,10000
2020,3,GOBIERNO LOCAL,LIMA,RECURSOS DETERMINADOS,10000
2020,3,GOBIERNO LOCAL,CUSCO,RECURSOS DIRECTAMENTE RECAUDADOS,10000
2020,3,GOBIERNO LOCAL,CAJAMARCA,RECURSOS DETERMINADOS,10000
2020,3,GOBIERNOS REGIONALES,LA LIBERTAD,DONACIONES Y TRANSFERENCIAS,10000
2020,3,GOBIERNOS REGIONALES,LORETO,RECURSOS ORDINARIOS,10000
2020,3,GOBIERNO LOCAL,HUANCAVELICA,RECURSOS DETERMINADOS,10710
2020,3,GOBIERNO LOCAL,PUNO,RECURSOS DETERMINADOS,10750
2020,3,GOBIERNO LOCAL,SAN MARTIN,RECURSOS DETERMINADOS,11000
2020,3,GOBIERNO LOCAL,CAJAMARCA,RECURSOS DIRECTAMENTE RECAUDADOS,11275.6
2020,3,GOBIERNO LOCAL,HUANCAVELICA,RECURSOS DETERMINADOS,11334
2020,3,GOBIERNO LOCAL,PIURA,RECURSOS DETERMINADOS,12000
2020,3,GOBIERNO LOCAL,SAN MARTIN,RECURSOS DETERMINADOS,12000
2020,3,GOBIERNO LOCAL,PUNO,RECURSOS DIRECTAMENTE RECAUDADOS,12000
2020,3,GOBIERNO LOCAL,PASCO,RECURSOS DETERMINADOS,12450
2020,3,GOBIERNO LOCAL,HUANCAVELICA,RECURSOS DETERMINADOS,12800
2020,3,GOBIERNO LOCAL,PASCO,RECURSOS DETERMINADOS,12850
2020,3,GOBIERNO LOCAL,CAJAMARCA,RECURSOS DETERMINADOS,13000
2020,3,GOBIERNO LOCAL,SAN MARTIN,RECURSOS DETERMINADOS,13000
2020,3,GOBIERNOS REGIONALES,PUNO,RECURSOS ORDINARIOS,13112
2020,3,GOBIERNOS REGIONALES,LA LIBERTAD,DONACIONES Y TRANSFERENCIAS,13490
2020,3,GOBIERNO LOCAL,LA LIBERTAD,RECURSOS DETERMINADOS,13780.5
2020,3,GOBIERNO LOCAL,AYACUCHO,RECURSOS DETERMINADOS,13900
2020,3,GOBIERNOS REGIONALES,ICA,RECURSOS ORDINARIOS,14550
2020,3,GOBIERNO LOCAL,LIMA,RECURSOS ORDINARIOS,14580
2020,3,GOBIERNOS REGIONALES,PUNO,RECURSOS ORDINARIOS,14637.6
2020,3,GOBIERNO LOCAL,ICA,RECURSOS DETERMINADOS,14964
2020,3,GOBIERNO LOCAL,LA LIBERTAD,RECURSOS DETERMINADOS,14990
2020,3,GOBIERNO LOCAL,PASCO,RECURSOS DETERMINADOS,15000
2020,3,GOBIERNO LOCAL,CUSCO,RECURSOS DIRECTAMENTE RECAUDADOS,15000
2020,3,GOBIERNO LOCAL,SAN MARTIN,RECURSOS DETERMINADOS,15000
2020,3,GOBIERNO LOCAL,LIMA,RECURSOS DETERMINADOS,15000
2020,3,GOBIERNO LOCAL,HUANUCO,RECURSOS DETERMINADOS,15000
2020,3,GOBIERNO LOCAL,SAN MARTIN,RECURSOS DIRECTAMENTE RECAUDADOS,15230
2020,3,GOBIERNO LOCAL,ICA,RECURSOS DETERMINADOS,15300
2020,3,GOBIERNO LOCAL,SAN MARTIN,RECURSOS DIRECTAMENTE RECAUDADOS,15824
2020,3,GOBIERNOS REGIONALES,ICA,RECURSOS ORDINARIOS,16500
2020,3,GOBIERNO LOCAL,LIMA,RECURSOS DETERMINADOS,16584
2020,3,GOBIERNO LOCAL,HUANCAVELICA,RECURSOS DETERMINADOS,17664
